@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
58,1.65,126.32,5.8
27,-41.5,-75.34,6
4,-31.04,-67.76,6.4
10,-7.41,27.88,5.8
51,3.91,96.56,5.8
64,-5.01,145.1,5.9
627,-21.08,-179.15,5.9
32,-13.49,166.54,5.9
19,-1.94,134.17,6.1
39,-30.62,-178.07,6.2
6,48.84,-129.13,5.8
55,-6.04,150.01,5.8
83,-22.49,-68.26,6.6
346,-31.38,-179.38,6
102,24.86,122.56,6.1
10,34.02,141.66,5.8
0,73.39,54.91,6.5
25,52.94,-167.7,6.1
38,-30.02,-177.47,5.9
38,52.23,174,5.8
43,53.14,-161.85,6.5
55,-57.98,-24.35,5.8
48,-34.14,-72.1,5.8
36,-3.41,177.55,5.8
33,43.78,147.48,6
62,43.88,146.72,6
10,-60.75,-20.95,6
62,49.99,156.31,5.9
594,-20.81,-178.87,5.8
51,-5.15,134.15,5.9
30,60.7,-145.38,5.8
20,16.98,-62.46,6.1
0,49.98,79.02,5.9
75,-8.05,108.79,5.8
5,31.33,100.49,5.9
0,50.33,-176.86,5.8
479,-25.69,179.58,6.1
0,-7.02,30.9,6
74,3.5,128.41,5.8
70,-10.58,161.39,6
185,6.63,125.77,5.9
214,36.4,70.72,5.8
17,-10.68,161.35,6.1
17,28.62,142.42,5.9
33,-30.84,-178.2,6
31,-11.4,66.3,5.9
46,43.14,147.44,6.2
41,36.35,141.38,6.1
615,-7.46,119.89,6.2
62,-6.46,70.76,6.1
39,-30.34,-71.58,5.9
16,51.99,179.95,5.9
74,36.47,76.86,6
0,73.31,54.7,5.9
55,56.65,-156.72,6.4
21,-6.79,71.48,5.8
41,40.73,142.85,6.1
578,-27.46,-63.23,5.8
103,-6.21,146.66,5.9
14,-10.61,-74.69,6.3
36,55.2,161.95,5.8
