@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
51,1.03,147.56,5.8
31,29.89,57.72,6
3,-0.95,128.47,5.9
35,12.91,125.89,6
0,36.16,1.4,6.3
45,35.05,72.91,5.9
44,43.38,146.46,5.9
23,57.37,-152.27,5.8
0,49.44,-129.57,6
29,2.45,129.13,6.3
22,45.59,152.24,5.9
99,-5.07,144.2,6.3
7,51.66,174.59,5.8
228,-5.43,146.76,5.9
91,-21.29,-68.2,6.3
43,19.89,120.54,6.2
542,9.23,123.92,5.9
53,-17.58,-174.39,6.2
0,-48.55,164.7,5.9
44,44.65,148.99,6.2
24,34.8,139.22,6.2
54,-5.92,103.92,5.9
65,18.22,-98.2,6.3
49,-9.88,160.5,6.1
24,-14.66,166.41,6
35,-2.84,119.57,5.9
75,-5.14,154.74,5.9
86,-21.75,170.53,6
125,42.53,141.75,5.9
61,-17.54,-174.44,5.8
32,-22.3,170.39,5.9
124,23.09,94.7,6.1
10,53.08,173.58,6
33,-11.74,164.81,5.9
101,-11.43,166.37,6.2
60,38.83,142.03,6
0,49.97,78.86,6.1
30,43.58,-127.89,6.1
25,-14.32,171.29,5.9
11,34.72,-121.28,5.8
21,11.86,142.35,6.2
5,66.25,-16.54,5.9
0,73.41,54.5,5.8
42,-5.51,151.91,5.9
198,3.69,125.14,5.8
110,-31.95,-68.4,5.9
37,39.71,118.37,6.1
20,-10.15,161.01,6.1
77,3.11,128.06,5.8
7,-1.76,149.75,5.9
34,9.51,-83.95,5.8
26,-6.04,152.9,6.3
1,-16.05,-173,5.9
10,23.96,125.92,6.1
406,27.22,140.29,6
3,-22.08,126.65,6.1
74,33.87,131.91,5.8
0,49.95,79.03,5.9
392,-5.48,154.25,5.8
33,-9.76,160.69,6.7
7,-32.2,78.93,6
123,-9.49,-74.65,5.8
96,18.31,-100.5,6.3
37,16.86,122.39,6
12,-9.2,148.17,5.9
0,49.89,78.86,6.1
7,-17.62,167.53,6.2
43,-0.85,-22.07,6
150,53.26,-170.53,5.8
0,47.9,48.07,6
49,-5.86,151.31,6.1
3,-6,150.75,5.9
55,-5.25,153.7,5.8
2,44.38,149.42,5.8
7,-2.3,22.83,5.8
607,-4.34,122.14,5.8
112,-5.91,145.88,5.8
48,17.45,-100.65,6
27,36.23,-7.61,6.2
49,-15.57,167.24,6.3
13,10.72,-41.68,6
36,-7.38,154.69,5.8
56,19.42,-104.98,6
23,-5.81,151.55,6
134,-3.63,139.44,5.8
199,0.09,123.31,5.9
36,40.75,142.96,5.8
50,-8.75,124.04,6.2
62,-6.03,154.56,6.1
552,42.48,131.05,5.8
156,-7.65,-74.46,6
43,-20.59,169.31,6
45,32.39,131.96,6.2
613,-9.21,-71.22,5.9
0,-1.52,136.67,6.1
10,24.84,-46.29,5.8
69,-7.01,155.75,5.8
523,-7.21,124.69,6.1
37,37.71,48.95,6
45,-30.86,-178.21,6
605,-21.1,-179.18,6.2
49,-3.88,35.06,6.3
33,29.62,80.83,6
6,41.35,139.1,6.5
11,-32.65,-177.81,6
25,-14.91,-172.83,5.9
45,-60.63,-25.27,5.8
11,0.28,119.37,6
218,5.13,125.17,6.4
32,60.05,-148.39,5.9
21,-31.24,-67.9,5.9
223,42.65,139.2,5.9
90,2.34,128.4,6.6
0,56.19,163.31,6.2
28,37.49,115.06,5.9
33,-5.36,151.86,6
39,42.92,146.39,5.8
43,56.14,-157.14,6
29,-23.19,-70.11,5.9
128,33.51,131.51,6.2
45,44.48,150.19,5.8
37,61.04,-147.37,6.2
56,44.27,148.9,5.8
14,7.76,123.52,6
135,-15.57,167.57,5.8
14,35.97,-10.58,6.5
24,46.41,153.39,6
52,-3.25,142.33,5.8
3,-60.57,-50.35,5.8
47,24.11,122.48,5.8
77,-21.35,-68.1,5.9
15,17.38,-59.63,5.8
44,-14.06,166.23,6.1
38,-9.28,158.21,5.8
43,7.15,84.33,5.8
7,65.46,-150.07,6
20,33.9,139.45,5.8
571,-26.06,-63.1,5.8
10,13.15,-87.56,5.9
43,60.97,-147.47,6.2
42,36.31,143.3,6
30,26.84,142.74,6.4
31,-15.91,-178.47,5.8
34,-49.57,163.93,5.8
36,-6.48,154.64,5.8
99,-29.6,-69.42,5.8
68,10.04,125.86,5.8
556,41.66,131.05,5.9
119,-16.31,-71.66,6
74,-5.4,152.07,5.9
10,34.57,138.75,5.8
0,43.72,147.8,5.9
3,-2.95,139.64,5.9
33,-27.97,-70.3,5.9
72,4.77,127.5,5.9
34,35.98,-17.56,6.5
18,38.37,22.4,5.8
29,-30.65,-177.82,5.9
49,-7.15,155.21,6.1
62,28.55,129.15,5.8
50,46.22,153.14,6
