@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
48,44.3,149.6,6
161,-1.4,-77.7,5.9
47,32.31,131.83,6
22,7.79,135.76,5.9
422,-18.7,-178.04,6
0,73.32,54.97,6.8
19,-38.34,-73.27,5.9
116,24.81,121.87,6
1,-11.84,-75.1,5.9
25,10.21,-80.03,6
12,-18.94,-173.72,5.9
517,-23.88,180,6.2
48,44.41,149.58,6
0,73.37,54.84,5.8
22,-41.74,174.3,5.9
29,8.28,122.43,6.1
82,6.78,126.66,5.8
46,45.09,76.96,5.8
102,-22.09,170.9,6
26,11.83,142.52,5.8
20,-21.89,-70.07,6
80,-7.53,127.91,6
9,36.21,-120.36,6
11,52.26,-168.84,5.8
86,45.83,26.72,6.1
184,0.02,123.18,5.8
109,-20.25,-68.83,5.9
28,52.73,171.99,5.8
1,24,-65.7,6.3
12,-3.65,143.37,5.8
20,-33.78,-177.83,6.2
53,-6.9,147.77,5.8
533,-23.45,-179.88,6
23,57.56,-153.92,5.8
39,-22.91,-70.48,5.8
58,61.92,-149.72,5.9
0,44.98,-125.87,5.8
33,-7,155.78,5.8
49,-12.41,166.43,5.9
64,-6.3,154.81,5.9
565,-17.82,-178.79,5.8
48,-2.96,139.34,5.9
46,-7.11,148.31,6.1
28,-12.59,166.11,5.9
19,-7.53,128.6,5.8
46,16.09,121.94,5.9
31,26.7,97.04,6.2
20,0.51,97.89,5.8
44,53.54,169.96,6.1
53,-5.15,134.09,6.1
33,-9.52,118.35,6
370,-31.95,179.18,5.8
55,-7.22,156.08,5.9
23,16.07,-96.55,6.3
45,-25.55,-176.24,5.9
19,-10.83,164.23,5.8
32,-11.16,107.72,6.3
33,-61.05,-21.7,6.2
62,-6.43,154.88,5.9
43,19.8,-56.11,6.2
0,49.88,78.82,6.1
16,40.35,42.18,6
146,-34.28,-176.53,6
92,-7.03,129.7,6.1
24,-9.5,159.26,6
28,1.62,-79.34,6.2
0,49.89,78.98,6.1
55,-6.41,147.65,5.9
192,36.47,70.86,5.8
25,-4.05,127.9,5.8
123,32.55,131.19,5.8
123,-6.38,105.93,5.9
13,-14.56,166.8,6.3
64,-6.52,154.94,5.9
6,35.05,141.37,5.8
28,-1.18,136.49,5.8
28,37.28,142.28,5.8
62,53.26,-165.65,6
196,-18.54,-175.12,5.8
1,24.31,93.52,5.8
32,-2.3,99.01,5.9
60,-13.52,166.59,6
48,36.47,141.24,5.9
22,40.39,139.05,6.3
25,-5.14,152.87,5.8
436,31.93,137.62,5.9
20,-16.68,-172.05,5.9
66,-7.93,159.05,5.8
43,-0.74,127.33,5.8
111,-4.26,-77.01,6.2
126,-20.78,169.85,5.9
531,-5.71,125.42,6.3
112,-7.9,109,5.8
96,6.6,126.77,5.9
103,10.76,-62.7,6.2
25,31.68,82.28,6
632,7.46,123.77,6
26,41.06,143.1,5.8
62,-4.18,152.76,6.1
103,-33.09,-70.15,5.9
109,-4.5,144.1,5.9
44,8.8,-83.11,6.3
42,43.25,146.75,5.8
43,11.8,143.12,5.8
28,-17.23,167.83,5.9
42,43.85,148.32,5.9
73,-17.44,-69.96,5.9
42,17.42,-61.19,6.1
27,39.36,75.44,5.8
60,49.99,156.33,5.9
26,44.06,148.09,5.8
256,19,145.42,5.9
30,-29.04,77.78,5.9
606,-20.7,-178.65,5.9
23,45.35,150.5,5.9
0,53.97,-163.71,6.1
5,15.28,-89.19,6
9,40.86,143.38,6.1
3,48.71,157.37,6
40,51.39,179.59,6.1
36,44.22,148.87,6.2
37,-8.4,115.83,5.9
9,-12.24,-77.58,6.2
0,-17.06,-172.28,6.5
573,49.47,147.08,5.9
376,-7.47,125.56,6.1
0,49.91,78.83,6
57,-16.11,-173.87,5.8
36,1.65,126.5,6.4
4,38.55,28.46,5.9
44,7.35,123.42,5.8
33,-50.01,-115.1,5.9
59,-4.7,103.04,5.9
36,-32.19,-71.72,5.8
411,-33.02,-179.96,5.8
24,56.3,-154.4,5.8
49,27.47,128.58,5.9
26,18.23,120.8,6.1
10,-30.9,-13.53,5.8
386,33.62,136.8,6.4
33,-52.26,28.3,6.7
39,0.48,-79.79,6.2
0,14.23,119.13,5.9
49,-9.9,160.44,6.3
36,52.13,173.03,5.8
4,42.05,19.05,6.1
0,73.34,54.5,6.3
44,-60.69,-25.41,6.1
46,4.81,127.54,6.1
119,-14.76,167.11,5.8
342,-27.74,-178.99,5.8
46,-15.94,167.53,6.3
43,-11.75,-75.15,5.8
30,54.73,-159.65,6.1
108,-0.05,123.03,5.8
25,-1.2,136.61,5.8
29,18.54,-102.32,6.4
101,-13.31,-74.94,5.9
18,-33.15,-73.1,6.2
60,-17.62,-71.27,5.8
7,39.49,75.27,6.2
598,24.13,142.41,5.8
5,40.39,-126.8,6
38,42.98,146.2,5.9
40,55.25,162,5.8
27,42.23,142.46,6.3
0,73.4,54.57,6.4
82,60.15,-152.82,6
544,-27.28,-63.27,5.8
47,36.28,69.69,5.9
33,-31.78,57.32,5.8
47,32.26,131.78,6.1
566,41.85,130.87,5.8
124,-4.1,143.1,5.9
25,15.08,122.01,5.8
43,24.13,122.39,5.8
51,-57.78,-25.52,5.8
50,3.48,128.06,5.9
10,-29.93,-177.62,6.2
15,37.02,95.73,5.8
20,-9.57,150.97,6.1
326,-23.68,-178.3,5.8
74,-2.99,101.68,5.9
44,51.35,-178.51,5.8
43,-37.23,179.81,5.9
48,17.15,-100.23,5.8
6,62.19,-124.27,6.2
49,52.58,-168.13,5.9
46,55.03,-159.19,5.9
51,29.3,130.41,5.9
164,-6.6,130.15,5.9
19,16.51,-98.25,5.8
6,-2.4,125.98,6.5
54,0.02,126.01,5.8
25,3.69,126.65,5.8
42,25.54,143.25,6.3
67,29.19,141.15,6.2
42,-15.36,-173.09,5.8
32,-3.56,86.19,5.8
6,53.02,162.41,5.9
135,-11.94,166.57,5.8
39,-15.22,-173.52,6
45,-10.58,161.35,5.8
45,17.53,-100.79,5.8
653,-1.46,-72.56,6.5
0,49.87,78.84,5.9
35,-4.34,139.86,5.8
181,15.32,120.63,6.3
45,35.94,73.33,6.2
22,51.29,-179.85,6.2
52,-6.02,150.12,5.9
29,56.77,-135.91,6.2
48,-15.35,-175.6,5.9
19,27.42,91.86,5.8
2,43.22,146.9,5.9
27,46.28,141.03,5.8
102,36.21,70.9,6.5
33,-55.9,157.7,6.2
4,47.09,153.72,5.8
25,34.15,59.01,5.9
37,-5.78,153.8,5.9
32,-26.37,-71.78,6.1
103,-21.55,-176.39,6.1
34,-3.72,140,5.8
45,-56.27,-27.07,6.1
82,44.7,148.17,6.1
51,-10.88,119.26,6
95,-15.66,-72.45,5.8
33,2.25,126.74,5.8
47,-29.36,77.65,5.8
10,37.59,-17.41,5.9
38,-4.21,152.71,5.8
60,43.86,148.84,6.3
44,44.67,150.28,5.9
70,-20.57,-68.93,6.5
41,-0.28,12.83,5.9
54,-24.6,-70.18,5.8
38,54.44,-157.94,6.2
50,30.68,140.22,5.9
166,-4.6,151.86,5.9
15,-0.5,122.61,5.8
107,36.19,70.81,6
39,38.33,142.2,5.9
34,-11.29,118.1,5.8
56,34.57,140.37,5.8
36,46.76,153.63,5.8
42,0.22,98.05,6.2
190,-5,145.58,6.1
66,7.05,-104.18,6.3
34,-10.89,166.01,5.9
69,-12.54,166.47,6
8,-30.03,-177.73,6.1
270,-31.2,-179.47,5.8
139,-20.7,169.92,6.1
