@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
43,38.19,90.97,5.8
92,-12.28,-76.3,6.1
116,-7.02,129.61,5.8
41,1.4,126.27,6.1
635,-22.75,178.76,6
6,55.05,-160.51,6
50,16.14,-95.25,6.3
31,-21.25,-174.41,5.8
118,5.14,127.44,6
24,54.73,161.7,5.9
138,-14.92,167.14,5.8
77,-29.37,-176.13,6
156,-6.93,129.52,6.3
33,-9.81,159.85,6.2
3,-8.04,155.56,6.3
45,44.56,151.03,6.4
37,14.61,-93.29,5.8
35,-17.15,-171.57,6
20,-6.59,153.47,5.8
0,49.88,78.89,6.1
46,46.01,152.88,5.9
73,6.41,126.62,6
0,49.94,78.98,6
122,-5.02,153.65,5.9
71,-6.36,154.84,5.8
125,-15.37,-71.71,6
45,-9.28,-79.05,5.9
10,-35.1,54.26,6
0,50.01,79.03,5.9
4,-27.82,-71.1,6
60,-9.8,108.49,6
0,43.87,54.78,6
0,49.97,78.95,6
230,36.64,71.26,5.8
35,52.89,-162.98,6
35,18.02,-69.79,6
10,-51.15,160.64,6.2
36,2.93,-74.83,6.3
228,-5.45,147.05,5.8
41,-61.1,-38.01,6.2
107,-5.93,130.68,6.4
22,23.87,121.61,5.9
67,-2.76,139.18,5.8
85,-10.22,161.48,5.9
193,-6.14,129.69,5.8
0,-21.85,-139,5.8
105,-56.05,-27.37,6.2
37,-4.74,145,5.9
42,43.43,147.05,6.5
68,-29.35,-177.29,6
1,38.9,21.1,5.8
5,-26.55,-70.62,6.3
19,28.7,52.12,5.9
6,61.51,-147.2,5.9
47,38.76,142.22,5.8
63,5.16,96.31,6.1
40,-29.69,-177.73,6
33,-60.84,-24.33,6.1
9,34.08,59.8,6.2
177,-12.11,166.67,5.8
20,1.94,94.61,6.4
32,-3.74,143.01,6
51,44.78,149.21,6.1
136,-58.36,-26.83,5.9
24,42.48,78.71,5.9
44,3.74,148.97,5.8
36,16.56,-97.79,6.3
33,-8.84,156.97,6.1
588,-17.89,-178.6,6
64,-5.39,151.73,6
189,-34.85,178.79,6.1
33,3.93,-85.88,5.9
5,43.12,146.56,6
35,24.02,122.26,5.8
1,3.4,96.28,6.3
84,-21.4,169.87,6
88,-9.12,113.04,5.9
10,40.32,69.82,5.8
70,43.45,147.98,6
36,44.15,148.2,6.3
56,51.57,-177.37,5.8
53,44.72,149.46,5.9
10,20.33,-115.79,6
24,11.15,140.23,5.8
8,-47.53,32.26,5.8
55,-5.33,153.08,6
12,52.93,171.45,5.8
53,-1.81,120.46,5.9
33,-29.22,-175.94,6.5
48,48.21,154.33,6
33,10.09,125.9,6
153,-14.53,-70.8,5.9
22,-6.46,151.55,6.1
99,-16,-71.88,5.8
10,8.16,-38.77,6.3
34,-30.5,-71.38,5.8
543,-23.45,-179.87,5.9
21,-41.72,172.03,6.1
46,14.42,56.36,5.8
99,-29.86,-69.5,5.8
80,-5.66,150.99,5.8
33,-54,159.35,5.8
5,42.04,-112.41,5.8
10,39.56,117.87,6.1
1,-18.93,-176.52,5.8
195,28.96,128.23,6
52,-6.55,154.97,5.9
0,-21.85,-138.94,5.9
33,-16.79,-172.02,6.4
1,15.79,-59.64,6.4
22,16.93,120.19,5.8
8,22.76,121.47,6
31,-66.49,-82.45,6.1
12,-63.43,-61.36,6
33,19.57,-69.58,5.9
40,-33.15,-71.69,5.8
33,7.18,123.55,5.8
5,44.74,149.15,6.2
52,33.48,141.05,5.9
56,-55.72,-28.75,6.2
74,12.57,144.24,5.8
30,-3.41,102.58,5.8
44,-33.14,-71.84,5.9
26,-1.92,126.64,5.9
4,-9.96,160.5,6.5
105,-6.2,146.1,5.8
181,11.91,-85.98,6.2
48,39.29,22.91,5.8
35,3.96,-85.88,5.8
68,-32.42,-71.1,6.4
33,-32.98,-71.87,5.8
72,-31.3,-177.67,5.8
92,2.35,127.56,5.8
10,-36,-17.08,6
4,-6.79,151.8,5.9
60,47.41,-122.29,6.3
34,-30.63,-177.6,5.8
45,34.57,70.47,5.9
46,51.42,-174.11,6.1
26,3.78,126.81,6
17,-23,170.6,5.9
19,34.81,139.29,5.8
56,-10.51,-78.3,5.8
6,-12.44,-77.46,6
116,-5.53,150.69,5.8
3,-30.6,-178.21,5.8
24,-4.56,139.28,6
44,38.12,142.26,5.9
33,-10.89,119.17,5.8
10,43.5,-127.62,5.9
22,-5.1,145.13,6.2
44,-22.28,-70.55,6.1
20,34.01,141.64,6.5
62,33.34,140.82,6.7
656,8.17,123.77,6.4
0,49.86,78.84,5.8
41,-3.21,139.69,6.5
1,1.2,126.34,6.1
47,49.13,155.97,5.8
10,-58.47,-15.97,6
81,6.51,126.65,5.9
128,-15.09,167.31,5.8
12,38.4,139.26,6.2
161,4.49,-75.77,5.8
28,53.64,169.74,5.8
48,24.1,122.44,5.8
17,-30.97,-178.13,6.5
587,-21.66,-179.42,5.8
26,-4.07,127.9,5.9
33,-46.54,165.91,6
50,13,144.5,5.8
76,-5.18,151.75,5.8
1,33.71,22.94,6.1
51,29.41,130.64,6.1
55,-11.16,115.42,6.1
80,-0.07,124.1,5.8
229,29.28,128.1,6.1
0,49.84,78.69,6
429,-32.36,179.88,5.9
37,39.25,140.71,5.8
15,-9.81,119.29,5.8
114,5.23,127.36,6.2
51,-22.95,-69.09,5.9
0,70.81,53.91,6.4
17,1.85,126.4,5.8
5,-15.36,-173.3,5.8
45,-5.93,154.05,6.4
267,-15.83,-174.8,6
83,-21.59,-175.32,6.2
596,-20.82,-178.67,5.9
80,22.41,121.26,6
52,49.45,156.58,5.9
95,-10.2,161.16,5.9
56,-3.01,139.08,5.8
36,20.95,120.26,6.1
49,-22.96,-176.14,6.1
59,-5.24,151.71,6.1
50,-6.49,151.18,5.9
0,-5.88,151.86,6.5
10,-60.91,-53.1,5.8
75,-4.66,153.06,6.1
182,-14.6,167.31,6.5
1,1.38,126.24,6.3
96,-5.13,153.55,6.1
58,44.45,148.84,6
44,22.11,145.9,6
122,-8.62,-74.55,5.9
98,-56.24,-27.9,5.8
38,13.38,120.34,6.4
148,3.63,125.92,5.9
42,22.27,121.52,5.9
23,-9.53,152.21,6
274,-29.41,-179.03,6.1
33,-49.35,164.09,6.2
1,32.38,78.5,6.2
28,18.18,-102.01,6.3
13,51.54,-173.11,5.8
3,38.85,40.52,5.9
30,-20.36,168.89,5.8
41,49.16,155.31,5.9
34,22.19,121.42,6.4
0,73.32,54.55,6
3,28.3,53.17,5.8
45,-4.2,152.84,5.8
34,40.3,28.23,5.9
74,-11.04,119.17,5.8
37,28.04,93.75,5.9
27,-33.28,-179.28,6
9,20.05,-155.16,5.9
18,39.21,29.51,6
23,27.57,56.3,5.9
33,-54.59,5.4,5.8
12,54.8,-161.29,5.9
46,-5.54,153.36,6.2
41,53.31,-162.41,5.8
0,49.91,78.85,6.1
13,-9.29,158.46,6
33,-11.48,118.21,6.3
46,-29.34,-68.09,5.9
0,49.87,78.97,5.9
30,9.3,125.57,5.9
32,-2.9,139.08,5.9
373,-24.83,-179.19,5.9
60,-7.15,129.83,6
37,-20.03,168.91,6
0,19.55,-70.22,5.8
7,-25.98,-67.72,5.8
33,-24.01,-175.9,5.8
22,40.25,139.01,6.3
0,49.83,78.71,6
97,-19.63,169.1,5.8
386,-31.55,179.79,6.2
136,-14.03,167.04,6
33,40.67,30.69,6
34,33.37,57.44,6.4
97,-35.63,179.01,5.8
33,-14.83,-178.75,6.3
60,11.78,125.5,6.1
38,51.21,173.62,5.8
3,34.03,59.81,6
26,11.7,144.57,6
70,-0.02,124.84,5.8
14,60.22,-141.27,5.9
75,-29.92,-177.8,6.2
166,-23.81,-67.2,6
398,30.89,138.48,6.1
56,-4.96,131.03,5.8
29,21,120.68,5.8
33,37.3,71.07,5.9
41,-14.92,166.48,5.8
128,-15.4,167.55,6
331,-30.54,-178.03,5.9
17,16.47,-98.86,5.9
59,-5.21,151.65,5.8
10,-1.39,-15.02,5.8
599,-27.97,-62.9,5.9
38,-6.88,150.03,6.3
3,36.25,1.61,6
80,-6.73,129.84,6
22,51.82,176.15,6.3
42,7.99,126.95,5.9
0,47.78,48.14,5.9
61,51.24,157.76,6
66,-5.95,153.84,5.8
38,-10.74,-78.63,6.3
48,44.62,149.69,5.8
12,33.95,139.51,5.8
40,7.18,-77.76,6
88,24.56,122.53,5.9
45,-29.7,-177.78,5.8
0,7.11,-82.31,5.8
114,-14.89,167.22,6.2
33,-50.84,139.19,5.8
2,53,173.47,5.9
74,-6.22,154.85,5.8
89,8.9,93.03,6.3
33,-27.93,173.13,6.2
60,-5.88,154.31,5.9
46,-6.54,105.37,5.9
38,-10.64,166.29,5.8
18,-3.31,139.91,6.2
55,-10.14,-78.6,5.8
50,-4.43,102,6
38,-13.57,166.2,5.9
33,-4.69,-105.74,5.9
90,-56.4,-26.54,5.8
150,9.57,-72.63,5.8
63,27.48,128.57,6
20,18.02,-69.3,5.9
574,-17.84,-178.53,5.8
37,32.48,132.28,6.2
528,-6.59,116.18,5.8
0,44.39,146.87,5.8
55,-29.32,-177.24,5.9
51,57.7,163.56,6.2
24,-60.75,-25.6,6.4
9,-39.93,-74.89,5.8
34,-5.26,153.46,5.8
33,-52.53,159.7,5.8
33,-7.97,102.27,5.8
37,-5.05,102.38,5.9
15,-17.9,172.12,6.1
28,-25.18,-70.54,5.8
120,-31.34,-178.72,5.8
33,-26.6,-114.59,5.8
54,-17.3,-72.48,5.8
26,57.17,-152.45,6
15,24.12,102.49,5.8
33,-4.54,139.93,6
45,51.34,-179.29,5.8
9,13.3,-92.41,5.8
578,50.06,148.77,5.9
34,-3.31,139.76,5.8
3,40.78,23.24,6.1
31,40.22,139.04,6.2
35,0.53,134.84,5.9
16,40.55,139.21,5.9
22,58.69,-149.93,6.2
46,44.01,147.78,5.8
10,-20.13,-126.94,5.8
14,56.85,-152.69,5.8
413,-5.13,154.23,6
29,-9.99,117.29,5.9
35,11.91,41.21,5.9
16,-30.18,-177.91,6.1
34,-7.49,130.59,5.9
333,-24.98,-178.88,6.1
22,0.06,119.73,6.1
49,-6.08,148.77,5.9
58,-6.55,154.98,5.9
17,-15.29,-173.07,6
22,55.2,162,5.8
33,-44.6,37.34,6
122,-7.28,129.16,5.9
39,38.38,142.41,5.9
38,51.27,-179.17,5.9
51,10.06,-77.89,5.8
38,-5.25,152.13,5.8
73,-4.86,153.5,5.8
35,-22.34,-113.98,5.8
162,5.76,125.61,6
587,-21.87,-179.54,5.9
9,32.78,104.09,6.1
0,-6.73,154.81,5.8
68,5.6,126.3,6
0,43.63,146.5,6
12,33.22,-116.19,6
14,46.54,141.15,6
20,-15.08,-173.12,6.5
107,-5.57,153.99,5.8
16,57.39,-153.97,6.1
52,-2.71,-79.88,5.9
10,7.74,-77.54,5.8
20,47.09,153.77,5.9
46,53.48,-161.39,6
48,33.31,132.31,6.2
45,-22.22,170.48,5.9
37,15.3,-45.78,5.8
97,-10.16,161.01,5.9
18,21.77,103.31,6
0,38.75,-27.75,6
0,70.8,53.92,6.9
10,-4.76,-112.01,5.9
3,17.76,-101.3,6.3
37,1.27,97.63,6
138,-56.81,-26.93,6
34,25.12,-109.55,5.8
11,41.33,-125.66,5.8
49,-35.21,-179.32,6.2
592,-27.96,-62.82,6
24,-25.87,-175.37,6.4
51,36.43,140.98,6
33,53.26,-161.74,6.1
82,-25.85,-177.29,6.2
18,32.49,104.18,6.2
119,-22,170.91,6.3
0,49.92,78.8,6.2
154,1.9,128.2,5.9
29,9.5,126.6,5.8
48,38.23,142.02,6.7
26,15.05,-94.28,6
24,-1.18,136.59,5.9
20,-16.66,-172.01,5.8
647,-17.74,-178.05,5.8
33,-32.67,-178.21,5.8
55,-23.74,-70.23,5.8
52,27.94,140.61,5.8
7,-41.13,-74.99,6.1
39,18.75,120.86,6.2
72,-2.7,139.01,5.8
165,40.32,140.38,6
49,38.41,142.18,5.8
52,37.77,141.77,6
23,0.91,-26.71,6.2
114,15.54,-92.65,5.8
18,-15.37,-173.03,6
36,-14.45,166.87,6.3
24,51.31,177.91,5.8
10,-31.6,-110.85,5.8
511,-7.17,125.81,6.1
1,22.7,122.61,5.8
165,-21.59,170.56,6
41,43.12,145.74,6.5
41,39.81,77.22,5.8
31,-20.46,-173.89,5.8
111,38.33,73.17,5.9
25,-5.75,104.18,5.9
51,54.25,-162.51,5.8
29,54.15,168.69,5.9
18,-8.4,154.03,6.2
54,-19.09,168.71,5.8
23,-6.26,151.86,5.8
54,44.66,148.92,5.8
5,17.61,-61.26,5.9
94,-56.46,-27.05,5.8
38,-14.52,167.93,5.9
16,45.2,93.86,5.9
112,-3.88,-78.47,5.8
21,1.26,126.23,6.1
0,-58.07,-10.68,5.8
27,46.41,141.16,5.8
108,17.04,-94.61,6.2
31,39.47,142.89,6
39,56.04,163.17,6.2
33,-11.16,118.41,6.8
14,-31.4,-110.84,5.9
6,38.43,119.47,5.9
601,18.49,145.39,6.1
7,-8.27,121.38,5.8
10,-52.89,-46.98,5.8
10,-51.88,161.08,5.8
10,-18.85,67.33,6.1
35,-28.78,-71.19,5.9
399,47.44,146.73,5.9
46,-21.95,170.09,5.8
45,38.38,22.26,6.3
232,-17.07,168.56,6
24,31.61,100.26,6.1
47,-7.48,156.2,5.8
0,49.88,78.81,5.9
33,-24.2,-175.1,6
52,41.8,142.77,5.8
214,-22.53,-66.19,6
67,-24.93,-68.68,6
38,38.61,142.91,5.9
57,-2.89,139.38,5.8
21,-25.88,-175.9,6.3
39,35.06,24.31,5.9
0,34.14,59.92,5.9
0,73.35,54.38,5.8
21,43.76,147.45,6.1
44,35.85,141.1,5.8
92,17.89,-68.61,5.9
54,-28.65,-177.38,5.9
503,28.04,139.67,5.8
10,-46.01,165.16,5.8
40,-8.32,115.92,6
41,16.8,147.17,5.8
7,50.13,-179.59,6
99,-8.7,124,5.8
64,1,126.02,5.8
28,-29.89,-71.4,6.1
45,53.61,160.49,5.9
37,4.69,124.61,5.8
33,-5.51,-77.3,5.8
49,-14.92,-172.88,6
42,-29.64,-176.76,5.9
59,-11.39,116.68,6.6
54,-56.17,-27.66,6
6,-30.73,117.21,5.9
373,-6.44,127.96,5.8
43,25.73,128.5,6.5
19,-59.38,-26.12,6
36,-9.84,-75.55,5.8
0,19.5,-60,5.8
15,71.49,-10.36,6
53,18.82,-103.95,5.9
49,36.45,141.05,5.8
12,46.35,13.26,5.9
48,49.23,155.56,5.9
140,-15.44,167.48,5.8
0,7.55,-77.5,5.8
595,-7.08,124.28,5.8
41,61.62,-147.39,5.8
115,-33.49,-179.4,5.9
33,-15.78,-173.01,5.9
55,5.04,126.63,5.8
6,42.8,13.04,5.8
38,-15.81,167.24,5.8
36,45.53,150.93,5.8
22,51.26,-178.95,6
27,-18.27,167.99,5.8
53,-13.09,166.34,5.9
36,-0.47,-19.93,6
2,-45.6,96.19,5.8
10,1.16,94.2,6.2
172,18.34,-68.86,5.9
8,6.37,-77.48,6
73,-2.98,139.34,6.2
17,7.73,137.02,5.8
31,22.68,-45.11,5.9
34,23.05,122.14,6
177,-17.15,-174.07,6
71,-8.03,158.94,6.2
54,33.45,141,5.8
21,41.41,20.44,5.9
72,6,126.13,6
37,-20.54,-174,5.8
0,49.88,78.96,5.9
62,50.78,157.19,6
53,-19.16,168.69,5.8
32,4.72,127.65,5.8
39,-15.33,-173.48,5.8
20,-14.13,166.56,6.1
278,26.45,140.76,6
114,-8.16,-76.12,5.9
88,-9.19,114.26,6
0,49.77,78.08,5.9
30,24.29,142.7,5.8
0,71.42,-10.39,5.9
59,-5.41,151.57,6
20,8.43,127.23,5.8
42,-16.52,-72.6,6.2
53,10.11,92.93,5.9
33,-8.79,124.98,6.3
0,-37.62,179.46,5.8
75,18.02,-69.03,6
10,-29.68,60.83,6
48,44.3,149.6,6
161,-1.4,-77.7,5.9
47,32.31,131.83,6
22,7.79,135.76,5.9
422,-18.7,-178.04,6
0,73.32,54.97,6.8
19,-38.34,-73.27,5.9
116,24.81,121.87,6
1,-11.84,-75.1,5.9
25,10.21,-80.03,6
12,-18.94,-173.72,5.9
517,-23.88,180,6.2
48,44.41,149.58,6
0,73.37,54.84,5.8
22,-41.74,174.3,5.9
29,8.28,122.43,6.1
82,6.78,126.66,5.8
46,45.09,76.96,5.8
102,-22.09,170.9,6
26,11.83,142.52,5.8
20,-21.89,-70.07,6
80,-7.53,127.91,6
9,36.21,-120.36,6
11,52.26,-168.84,5.8
86,45.83,26.72,6.1
184,0.02,123.18,5.8
109,-20.25,-68.83,5.9
28,52.73,171.99,5.8
1,24,-65.7,6.3
12,-3.65,143.37,5.8
20,-33.78,-177.83,6.2
53,-6.9,147.77,5.8
533,-23.45,-179.88,6
23,57.56,-153.92,5.8
39,-22.91,-70.48,5.8
58,61.92,-149.72,5.9
0,44.98,-125.87,5.8
33,-7,155.78,5.8
49,-12.41,166.43,5.9
64,-6.3,154.81,5.9
565,-17.82,-178.79,5.8
48,-2.96,139.34,5.9
46,-7.11,148.31,6.1
28,-12.59,166.11,5.9
19,-7.53,128.6,5.8
46,16.09,121.94,5.9
31,26.7,97.04,6.2
20,0.51,97.89,5.8
44,53.54,169.96,6.1
53,-5.15,134.09,6.1
33,-9.52,118.35,6
370,-31.95,179.18,5.8
55,-7.22,156.08,5.9
23,16.07,-96.55,6.3
45,-25.55,-176.24,5.9
19,-10.83,164.23,5.8
32,-11.16,107.72,6.3
33,-61.05,-21.7,6.2
62,-6.43,154.88,5.9
43,19.8,-56.11,6.2
0,49.88,78.82,6.1
16,40.35,42.18,6
146,-34.28,-176.53,6
92,-7.03,129.7,6.1
24,-9.5,159.26,6
28,1.62,-79.34,6.2
0,49.89,78.98,6.1
55,-6.41,147.65,5.9
192,36.47,70.86,5.8
25,-4.05,127.9,5.8
123,32.55,131.19,5.8
123,-6.38,105.93,5.9
13,-14.56,166.8,6.3
64,-6.52,154.94,5.9
6,35.05,141.37,5.8
28,-1.18,136.49,5.8
28,37.28,142.28,5.8
62,53.26,-165.65,6
196,-18.54,-175.12,5.8
1,24.31,93.52,5.8
32,-2.3,99.01,5.9
60,-13.52,166.59,6
48,36.47,141.24,5.9
22,40.39,139.05,6.3
25,-5.14,152.87,5.8
436,31.93,137.62,5.9
20,-16.68,-172.05,5.9
66,-7.93,159.05,5.8
43,-0.74,127.33,5.8
111,-4.26,-77.01,6.2
126,-20.78,169.85,5.9
531,-5.71,125.42,6.3
112,-7.9,109,5.8
96,6.6,126.77,5.9
103,10.76,-62.7,6.2
25,31.68,82.28,6
632,7.46,123.77,6
26,41.06,143.1,5.8
62,-4.18,152.76,6.1
103,-33.09,-70.15,5.9
109,-4.5,144.1,5.9
44,8.8,-83.11,6.3
42,43.25,146.75,5.8
43,11.8,143.12,5.8
28,-17.23,167.83,5.9
42,43.85,148.32,5.9
73,-17.44,-69.96,5.9
42,17.42,-61.19,6.1
27,39.36,75.44,5.8
60,49.99,156.33,5.9
26,44.06,148.09,5.8
256,19,145.42,5.9
30,-29.04,77.78,5.9
606,-20.7,-178.65,5.9
23,45.35,150.5,5.9
0,53.97,-163.71,6.1
5,15.28,-89.19,6
9,40.86,143.38,6.1
3,48.71,157.37,6
40,51.39,179.59,6.1
36,44.22,148.87,6.2
37,-8.4,115.83,5.9
9,-12.24,-77.58,6.2
0,-17.06,-172.28,6.5
573,49.47,147.08,5.9
376,-7.47,125.56,6.1
0,49.91,78.83,6
57,-16.11,-173.87,5.8
36,1.65,126.5,6.4
4,38.55,28.46,5.9
44,7.35,123.42,5.8
33,-50.01,-115.1,5.9
59,-4.7,103.04,5.9
36,-32.19,-71.72,5.8
411,-33.02,-179.96,5.8
24,56.3,-154.4,5.8
49,27.47,128.58,5.9
26,18.23,120.8,6.1
10,-30.9,-13.53,5.8
386,33.62,136.8,6.4
33,-52.26,28.3,6.7
39,0.48,-79.79,6.2
0,14.23,119.13,5.9
49,-9.9,160.44,6.3
36,52.13,173.03,5.8
4,42.05,19.05,6.1
0,73.34,54.5,6.3
44,-60.69,-25.41,6.1
46,4.81,127.54,6.1
119,-14.76,167.11,5.8
342,-27.74,-178.99,5.8
46,-15.94,167.53,6.3
43,-11.75,-75.15,5.8
30,54.73,-159.65,6.1
108,-0.05,123.03,5.8
25,-1.2,136.61,5.8
29,18.54,-102.32,6.4
101,-13.31,-74.94,5.9
18,-33.15,-73.1,6.2
60,-17.62,-71.27,5.8
7,39.49,75.27,6.2
598,24.13,142.41,5.8
5,40.39,-126.8,6
38,42.98,146.2,5.9
40,55.25,162,5.8
27,42.23,142.46,6.3
0,73.4,54.57,6.4
82,60.15,-152.82,6
544,-27.28,-63.27,5.8
47,36.28,69.69,5.9
33,-31.78,57.32,5.8
47,32.26,131.78,6.1
566,41.85,130.87,5.8
124,-4.1,143.1,5.9
25,15.08,122.01,5.8
43,24.13,122.39,5.8
51,-57.78,-25.52,5.8
50,3.48,128.06,5.9
10,-29.93,-177.62,6.2
15,37.02,95.73,5.8
20,-9.57,150.97,6.1
326,-23.68,-178.3,5.8
74,-2.99,101.68,5.9
44,51.35,-178.51,5.8
43,-37.23,179.81,5.9
48,17.15,-100.23,5.8
6,62.19,-124.27,6.2
49,52.58,-168.13,5.9
46,55.03,-159.19,5.9
51,29.3,130.41,5.9
164,-6.6,130.15,5.9
19,16.51,-98.25,5.8
6,-2.4,125.98,6.5
54,0.02,126.01,5.8
25,3.69,126.65,5.8
42,25.54,143.25,6.3
67,29.19,141.15,6.2
42,-15.36,-173.09,5.8
32,-3.56,86.19,5.8
6,53.02,162.41,5.9
135,-11.94,166.57,5.8
39,-15.22,-173.52,6
45,-10.58,161.35,5.8
45,17.53,-100.79,5.8
653,-1.46,-72.56,6.5
0,49.87,78.84,5.9
35,-4.34,139.86,5.8
181,15.32,120.63,6.3
45,35.94,73.33,6.2
22,51.29,-179.85,6.2
52,-6.02,150.12,5.9
29,56.77,-135.91,6.2
48,-15.35,-175.6,5.9
19,27.42,91.86,5.8
2,43.22,146.9,5.9
27,46.28,141.03,5.8
102,36.21,70.9,6.5
33,-55.9,157.7,6.2
4,47.09,153.72,5.8
25,34.15,59.01,5.9
37,-5.78,153.8,5.9
32,-26.37,-71.78,6.1
103,-21.55,-176.39,6.1
34,-3.72,140,5.8
45,-56.27,-27.07,6.1
82,44.7,148.17,6.1
51,-10.88,119.26,6
95,-15.66,-72.45,5.8
33,2.25,126.74,5.8
47,-29.36,77.65,5.8
10,37.59,-17.41,5.9
38,-4.21,152.71,5.8
60,43.86,148.84,6.3
44,44.67,150.28,5.9
70,-20.57,-68.93,6.5
41,-0.28,12.83,5.9
54,-24.6,-70.18,5.8
38,54.44,-157.94,6.2
50,30.68,140.22,5.9
166,-4.6,151.86,5.9
15,-0.5,122.61,5.8
107,36.19,70.81,6
39,38.33,142.2,5.9
34,-11.29,118.1,5.8
56,34.57,140.37,5.8
36,46.76,153.63,5.8
42,0.22,98.05,6.2
190,-5,145.58,6.1
66,7.05,-104.18,6.3
34,-10.89,166.01,5.9
69,-12.54,166.47,6
8,-30.03,-177.73,6.1
270,-31.2,-179.47,5.8
139,-20.7,169.92,6.1
49,43.47,146.59,6.3
54,-6.23,154.45,6.2
146,4.7,-75.67,6.1
19,-44.58,167.64,5.8
56,43.28,145.81,5.9
7,39.4,24.94,6
33,-54.97,146.25,5.8
15,50.72,160.4,5.9
19,43.14,146.89,5.8
64,-11.78,166.31,6.1
107,13.84,145.38,5.8
58,-4.34,153.12,5.8
537,-5.76,111.29,5.8
20,-26.02,84.3,6.1
107,-5.6,154.29,6
21,43.53,147.04,6.6
127,-19.38,169.13,6.1
50,33.38,140.97,6.5
37,36.36,141.63,6.2
32,38.24,23.26,5.8
40,51.47,-176.81,5.8
49,-19.89,169.08,6.1
10,-16.47,-172.17,5.8
33,-56.46,-142.61,5.8
27,-8.07,-80.09,5.9
0,0.99,-28.3,6
0,50.03,79.02,5.8
0,73.4,54.42,5.9
25,-33.89,179.52,5.8
40,-32.51,-71.21,6.5
41,-10.42,162.42,5.9
75,39.78,141.91,5.8
402,47.31,145.75,5.8
97,0.75,122.61,6
0,73.41,54.93,6.4
45,19.11,121.19,5.8
55,-15.43,-173.3,6
0,55.18,163.57,5.8
59,-4.89,153.34,5.8
4,19.5,-155.44,6.3
114,-22.29,171.65,6.3
115,-10.45,161.34,5.9
0,49.87,78.9,6
35,38.28,142.71,6
101,-6.39,130.72,5.8
111,36.45,31.72,5.8
14,-15.47,166.91,5.9
24,37.2,142.09,5.8
8,43.46,147.91,5.8
43,0.55,126.24,5.9
135,49.05,153.6,6.2
16,52.37,174.33,5.9
64,8.52,126.41,6.1
17,-8.98,157.91,5.8
23,-15.16,-173.64,5.9
7,36.24,-120.27,6.1
180,-24.05,-66.84,5.9
109,-7.73,127.77,5.8
30,-20.57,-173.84,5.9
475,28.27,139.55,5.8
184,-0.96,101.39,6.2
79,-56.03,-27.57,5.8
42,-1.52,-15.37,6
12,20,147.27,5.8
40,15.78,121.71,6.5
50,44.56,149.58,6
38,51.41,-177.21,6
30,38.18,142.87,5.8
5,41.15,-124.3,5.9
113,-10.25,161.11,6
10,62.22,-124.27,6.4
10,60.51,-146.7,6
33,-6.61,71.41,5.8
76,-12.3,166.5,5.9
429,30.71,138.44,6.1
24,48.22,102.9,6.1
320,21.57,143.1,5.9
49,-57.44,-25.77,5.8
63,-10.92,162.16,5.9
23,7.03,-104.24,6.1
135,-15.88,-174.35,5.9
35,59.79,-148.67,6.2
