@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
43,38.19,90.97,5.8
92,-12.28,-76.3,6.1
116,-7.02,129.61,5.8
41,1.4,126.27,6.1
635,-22.75,178.76,6
6,55.05,-160.51,6
50,16.14,-95.25,6.3
31,-21.25,-174.41,5.8
118,5.14,127.44,6
24,54.73,161.7,5.9
138,-14.92,167.14,5.8
77,-29.37,-176.13,6
156,-6.93,129.52,6.3
33,-9.81,159.85,6.2
3,-8.04,155.56,6.3
45,44.56,151.03,6.4
37,14.61,-93.29,5.8
35,-17.15,-171.57,6
20,-6.59,153.47,5.8
0,49.88,78.89,6.1
46,46.01,152.88,5.9
73,6.41,126.62,6
0,49.94,78.98,6
122,-5.02,153.65,5.9
71,-6.36,154.84,5.8
125,-15.37,-71.71,6
45,-9.28,-79.05,5.9
10,-35.1,54.26,6
0,50.01,79.03,5.9
4,-27.82,-71.1,6
60,-9.8,108.49,6
0,43.87,54.78,6
0,49.97,78.95,6
230,36.64,71.26,5.8
35,52.89,-162.98,6
35,18.02,-69.79,6
10,-51.15,160.64,6.2
36,2.93,-74.83,6.3
228,-5.45,147.05,5.8
41,-61.1,-38.01,6.2
107,-5.93,130.68,6.4
22,23.87,121.61,5.9
67,-2.76,139.18,5.8
85,-10.22,161.48,5.9
193,-6.14,129.69,5.8
0,-21.85,-139,5.8
105,-56.05,-27.37,6.2
37,-4.74,145,5.9
42,43.43,147.05,6.5
68,-29.35,-177.29,6
1,38.9,21.1,5.8
5,-26.55,-70.62,6.3
19,28.7,52.12,5.9
6,61.51,-147.2,5.9
47,38.76,142.22,5.8
63,5.16,96.31,6.1
40,-29.69,-177.73,6
33,-60.84,-24.33,6.1
9,34.08,59.8,6.2
177,-12.11,166.67,5.8
20,1.94,94.61,6.4
32,-3.74,143.01,6
51,44.78,149.21,6.1
136,-58.36,-26.83,5.9
24,42.48,78.71,5.9
44,3.74,148.97,5.8
36,16.56,-97.79,6.3
33,-8.84,156.97,6.1
588,-17.89,-178.6,6
64,-5.39,151.73,6
189,-34.85,178.79,6.1
33,3.93,-85.88,5.9
5,43.12,146.56,6
35,24.02,122.26,5.8
1,3.4,96.28,6.3
84,-21.4,169.87,6
88,-9.12,113.04,5.9
10,40.32,69.82,5.8
70,43.45,147.98,6
36,44.15,148.2,6.3
56,51.57,-177.37,5.8
53,44.72,149.46,5.9
10,20.33,-115.79,6
24,11.15,140.23,5.8
8,-47.53,32.26,5.8
55,-5.33,153.08,6
12,52.93,171.45,5.8
53,-1.81,120.46,5.9
33,-29.22,-175.94,6.5
48,48.21,154.33,6
33,10.09,125.9,6
153,-14.53,-70.8,5.9
22,-6.46,151.55,6.1
99,-16,-71.88,5.8
10,8.16,-38.77,6.3
34,-30.5,-71.38,5.8
543,-23.45,-179.87,5.9
21,-41.72,172.03,6.1
46,14.42,56.36,5.8
99,-29.86,-69.5,5.8
80,-5.66,150.99,5.8
33,-54,159.35,5.8
5,42.04,-112.41,5.8
10,39.56,117.87,6.1
1,-18.93,-176.52,5.8
195,28.96,128.23,6
52,-6.55,154.97,5.9
0,-21.85,-138.94,5.9
33,-16.79,-172.02,6.4
1,15.79,-59.64,6.4
22,16.93,120.19,5.8
8,22.76,121.47,6
31,-66.49,-82.45,6.1
12,-63.43,-61.36,6
33,19.57,-69.58,5.9
40,-33.15,-71.69,5.8
33,7.18,123.55,5.8
5,44.74,149.15,6.2
52,33.48,141.05,5.9
56,-55.72,-28.75,6.2
74,12.57,144.24,5.8
30,-3.41,102.58,5.8
44,-33.14,-71.84,5.9
26,-1.92,126.64,5.9
4,-9.96,160.5,6.5
105,-6.2,146.1,5.8
181,11.91,-85.98,6.2
48,39.29,22.91,5.8
35,3.96,-85.88,5.8
68,-32.42,-71.1,6.4
33,-32.98,-71.87,5.8
72,-31.3,-177.67,5.8
92,2.35,127.56,5.8
10,-36,-17.08,6
4,-6.79,151.8,5.9
60,47.41,-122.29,6.3
34,-30.63,-177.6,5.8
45,34.57,70.47,5.9
46,51.42,-174.11,6.1
26,3.78,126.81,6
17,-23,170.6,5.9
19,34.81,139.29,5.8
56,-10.51,-78.3,5.8
6,-12.44,-77.46,6
116,-5.53,150.69,5.8
3,-30.6,-178.21,5.8
24,-4.56,139.28,6
44,38.12,142.26,5.9
33,-10.89,119.17,5.8
10,43.5,-127.62,5.9
22,-5.1,145.13,6.2
44,-22.28,-70.55,6.1
20,34.01,141.64,6.5
62,33.34,140.82,6.7
656,8.17,123.77,6.4
0,49.86,78.84,5.8
41,-3.21,139.69,6.5
1,1.2,126.34,6.1
47,49.13,155.97,5.8
10,-58.47,-15.97,6
81,6.51,126.65,5.9
128,-15.09,167.31,5.8
12,38.4,139.26,6.2
161,4.49,-75.77,5.8
28,53.64,169.74,5.8
48,24.1,122.44,5.8
17,-30.97,-178.13,6.5
587,-21.66,-179.42,5.8
26,-4.07,127.9,5.9
33,-46.54,165.91,6
50,13,144.5,5.8
76,-5.18,151.75,5.8
1,33.71,22.94,6.1
51,29.41,130.64,6.1
55,-11.16,115.42,6.1
80,-0.07,124.1,5.8
229,29.28,128.1,6.1
0,49.84,78.69,6
429,-32.36,179.88,5.9
37,39.25,140.71,5.8
15,-9.81,119.29,5.8
114,5.23,127.36,6.2
51,-22.95,-69.09,5.9
0,70.81,53.91,6.4
17,1.85,126.4,5.8
5,-15.36,-173.3,5.8
45,-5.93,154.05,6.4
267,-15.83,-174.8,6
83,-21.59,-175.32,6.2
596,-20.82,-178.67,5.9
80,22.41,121.26,6
52,49.45,156.58,5.9
95,-10.2,161.16,5.9
56,-3.01,139.08,5.8
36,20.95,120.26,6.1
49,-22.96,-176.14,6.1
59,-5.24,151.71,6.1
50,-6.49,151.18,5.9
0,-5.88,151.86,6.5
10,-60.91,-53.1,5.8
75,-4.66,153.06,6.1
182,-14.6,167.31,6.5
1,1.38,126.24,6.3
96,-5.13,153.55,6.1
58,44.45,148.84,6
44,22.11,145.9,6
122,-8.62,-74.55,5.9
98,-56.24,-27.9,5.8
38,13.38,120.34,6.4
148,3.63,125.92,5.9
42,22.27,121.52,5.9
23,-9.53,152.21,6
274,-29.41,-179.03,6.1
33,-49.35,164.09,6.2
1,32.38,78.5,6.2
28,18.18,-102.01,6.3
13,51.54,-173.11,5.8
3,38.85,40.52,5.9
30,-20.36,168.89,5.8
41,49.16,155.31,5.9
34,22.19,121.42,6.4
0,73.32,54.55,6
3,28.3,53.17,5.8
45,-4.2,152.84,5.8
34,40.3,28.23,5.9
74,-11.04,119.17,5.8
37,28.04,93.75,5.9
27,-33.28,-179.28,6
9,20.05,-155.16,5.9
18,39.21,29.51,6
23,27.57,56.3,5.9
33,-54.59,5.4,5.8
12,54.8,-161.29,5.9
46,-5.54,153.36,6.2
41,53.31,-162.41,5.8
0,49.91,78.85,6.1
13,-9.29,158.46,6
33,-11.48,118.21,6.3
46,-29.34,-68.09,5.9
0,49.87,78.97,5.9
30,9.3,125.57,5.9
32,-2.9,139.08,5.9
373,-24.83,-179.19,5.9
60,-7.15,129.83,6
37,-20.03,168.91,6
0,19.55,-70.22,5.8
7,-25.98,-67.72,5.8
33,-24.01,-175.9,5.8
22,40.25,139.01,6.3
0,49.83,78.71,6
97,-19.63,169.1,5.8
386,-31.55,179.79,6.2
136,-14.03,167.04,6
33,40.67,30.69,6
34,33.37,57.44,6.4
97,-35.63,179.01,5.8
33,-14.83,-178.75,6.3
60,11.78,125.5,6.1
38,51.21,173.62,5.8
3,34.03,59.81,6
26,11.7,144.57,6
70,-0.02,124.84,5.8
14,60.22,-141.27,5.9
75,-29.92,-177.8,6.2
166,-23.81,-67.2,6
398,30.89,138.48,6.1
56,-4.96,131.03,5.8
29,21,120.68,5.8
33,37.3,71.07,5.9
41,-14.92,166.48,5.8
128,-15.4,167.55,6
331,-30.54,-178.03,5.9
17,16.47,-98.86,5.9
59,-5.21,151.65,5.8
10,-1.39,-15.02,5.8
599,-27.97,-62.9,5.9
38,-6.88,150.03,6.3
3,36.25,1.61,6
80,-6.73,129.84,6
22,51.82,176.15,6.3
42,7.99,126.95,5.9
0,47.78,48.14,5.9
61,51.24,157.76,6
66,-5.95,153.84,5.8
38,-10.74,-78.63,6.3
48,44.62,149.69,5.8
12,33.95,139.51,5.8
40,7.18,-77.76,6
88,24.56,122.53,5.9
45,-29.7,-177.78,5.8
0,7.11,-82.31,5.8
114,-14.89,167.22,6.2
33,-50.84,139.19,5.8
2,53,173.47,5.9
74,-6.22,154.85,5.8
89,8.9,93.03,6.3
33,-27.93,173.13,6.2
60,-5.88,154.31,5.9
46,-6.54,105.37,5.9
38,-10.64,166.29,5.8
18,-3.31,139.91,6.2
55,-10.14,-78.6,5.8
50,-4.43,102,6
38,-13.57,166.2,5.9
33,-4.69,-105.74,5.9
90,-56.4,-26.54,5.8
150,9.57,-72.63,5.8
63,27.48,128.57,6
20,18.02,-69.3,5.9
574,-17.84,-178.53,5.8
37,32.48,132.28,6.2
528,-6.59,116.18,5.8
0,44.39,146.87,5.8
55,-29.32,-177.24,5.9
51,57.7,163.56,6.2
24,-60.75,-25.6,6.4
9,-39.93,-74.89,5.8
34,-5.26,153.46,5.8
33,-52.53,159.7,5.8
33,-7.97,102.27,5.8
37,-5.05,102.38,5.9
15,-17.9,172.12,6.1
28,-25.18,-70.54,5.8
120,-31.34,-178.72,5.8
33,-26.6,-114.59,5.8
54,-17.3,-72.48,5.8
26,57.17,-152.45,6
15,24.12,102.49,5.8
33,-4.54,139.93,6
45,51.34,-179.29,5.8
9,13.3,-92.41,5.8
578,50.06,148.77,5.9
34,-3.31,139.76,5.8
3,40.78,23.24,6.1
31,40.22,139.04,6.2
35,0.53,134.84,5.9
16,40.55,139.21,5.9
22,58.69,-149.93,6.2
46,44.01,147.78,5.8
10,-20.13,-126.94,5.8
14,56.85,-152.69,5.8
413,-5.13,154.23,6
29,-9.99,117.29,5.9
35,11.91,41.21,5.9
16,-30.18,-177.91,6.1
34,-7.49,130.59,5.9
333,-24.98,-178.88,6.1
22,0.06,119.73,6.1
49,-6.08,148.77,5.9
58,-6.55,154.98,5.9
17,-15.29,-173.07,6
22,55.2,162,5.8
33,-44.6,37.34,6
122,-7.28,129.16,5.9
39,38.38,142.41,5.9
38,51.27,-179.17,5.9
51,10.06,-77.89,5.8
38,-5.25,152.13,5.8
73,-4.86,153.5,5.8
35,-22.34,-113.98,5.8
162,5.76,125.61,6
587,-21.87,-179.54,5.9
9,32.78,104.09,6.1
0,-6.73,154.81,5.8
68,5.6,126.3,6
0,43.63,146.5,6
5,-11.62,-74.45,5.9
587,-9.04,-71.32,5.9
45,-13.4,166.44,6.1
61,-30.51,-71.08,5.9
238,44.89,143.21,6.3
41,-8.17,114.84,5.9
52,52.92,159.81,5.9
2,60.25,-146.71,5.8
33,47.41,152.26,6.1
55,-18.61,-174.7,6
0,40.86,15.33,6
30,58.29,-152.5,6.1
20,-30.01,-177.63,5.9
0,49.77,78.1,6.1
136,-6.2,130.33,5.8
189,-5.54,129.79,6.5
104,-6.76,107.04,6
25,35.31,23.29,5.8
28,51.24,-179.25,5.9
45,36.44,141.37,5.8
62,-15.12,167.16,6.2
643,52.36,151.64,6.5
39,8.48,126.62,5.8
208,-30.44,-179.3,6
19,-40.45,155.57,5.8
33,-16.29,178.2,5.9
14,40.35,63.45,6.2
16,-34.61,-178.57,6.4
94,-11.54,-74.52,5.8
554,27.9,137.04,6.2
122,-0.16,-78.6,5.8
66,-13.1,-76.37,5.9
3,-14.6,167.41,5.9
42,17.81,-101.69,6.2
40,-51.6,139.76,5.9
33,-53.82,158.84,6.2
51,51.39,-179.94,6.3
33,2.09,126.55,5.9
39,41.79,143.5,5.8
68,26.02,95.37,6.4
117,-6.11,145.54,5.8
77,-21.22,169.72,6.2
380,48.27,148.66,5.8
45,19.36,122.06,5.8
159,44.21,145.45,6.1
33,-52.77,160.17,6
41,28.11,129.52,6
93,-56.44,-27.43,5.9
0,-5.07,102.33,5.9
92,4.76,126.52,6
37,-15.25,-173.53,5.8
568,49.05,146.63,5.8
26,12.46,114.45,5.8
7,53.74,-164.7,5.9
35,-17.66,167.96,6.1
37,28.3,55.61,6
118,44.55,146.67,6.3
18,-56.8,-68.42,5.9
37,-8.21,114.87,6.1
33,-33.49,-177.31,6
17,7.22,122.99,6.2
23,-2.64,126.04,5.8
0,73.33,54.93,6.6
69,35.53,140.15,5.9
39,-19.07,168.54,6
139,-14.75,167.28,5.8
205,36.42,70.73,6.4
7,-2.39,126.15,6.1
48,-9.15,-78.83,6.4
231,36.48,70.15,5.9
125,-17.61,-174.45,6.3
30,-17.59,-172.31,6
243,-18.79,169.29,6.2
18,51.52,-175.27,5.8
25,-0.27,133.47,6.1
20,40.11,70.86,6
27,-0.78,122.22,6
10,-7.6,126.26,5.8
10,43.01,146.66,5.8
117,13.82,144.79,6
42,-28.21,-114.06,5.9
46,16.82,-98.46,5.8
64,-8.69,111.17,5.9
10,44.1,-113.81,6.1
107,-31.37,-68.61,5.8
58,7.21,123.53,5.8
51,-30.67,-178.03,5.9
71,-13.4,166.7,6
209,36.42,70.75,6.2
37,-22.25,169.55,5.8
45,41.37,143.44,6.5
45,-11.05,116.97,6.1
75,18.25,-96.58,6.6
56,35.67,140.64,5.9
18,38.23,22.97,6.1
0,-21.86,-138.92,5.9
36,-17.62,-171.16,5.9
15,-3.36,177.4,5.8
27,53.25,-166.78,5.8
10,16.54,40.32,5.9
126,28.95,140.94,6.2
124,-15.18,167.43,6.2
52,-13.98,166.51,6.2
82,5.71,94.72,6.5
0,49.86,78.81,5.9
27,42.03,143.89,5.8
12,60.36,-146.61,6
0,49.9,78.86,6.2
48,-1.46,99.8,5.8
170,-6.11,129.91,5.8
75,-5.16,130.45,5.8
68,36.01,139.33,5.8
25,42.48,143.04,6.3
0,49.79,78.14,6
12,-25.19,-175.55,5.9
36,51.29,178.55,6.1
185,-18.95,168.89,5.8
167,18.12,145.83,5.9
17,-6.24,148.74,5.8
22,6.51,-84.44,5.8
67,-0.36,124.73,6
19,-4.83,102.04,5.8
33,-15.3,-173.47,6.1
44,51.27,-179.38,5.8
73,-19.42,-69.33,6
40,23.86,122.97,6.2
86,-5.13,151.79,6
190,36.52,71.05,6.2
33,57.2,-153,5.8
87,-16.13,-173.95,5.9
27,-34.74,81.88,5.9
24,-38.84,46.43,5.9
16,5.64,-82.6,5.8
405,-18.39,-177.88,5.8
0,49.93,78.77,6
46,-4.2,123.37,5.8
137,-15.04,167.28,6
75,-0.52,122.21,5.8
52,16.45,122.31,6.1
65,43.51,147.65,6
647,-20.61,-179.14,5.8
425,-6.76,126.74,6
0,49.82,78.18,5.8
33,-40.12,-74.68,5.8
47,41.47,142.88,5.8
33,8.14,137.21,6.1
0,73.31,54.89,6.6
200,-22.69,-66.62,5.8
13,19.93,121.34,6
85,42.92,145.33,5.9
36,16.61,122.19,5.9
549,38.78,130.09,6.1
26,0.66,126,6.2
58,2.27,121.06,5.8
0,49.93,78.89,6
0,60.33,-140.94,5.8
11,19.46,-155.14,5.9
397,-31.88,179.94,6
126,-0.13,123.95,5.8
16,-30.48,-177.42,6
50,-13.64,165.96,6
33,-5.42,133.99,6.5
2,-7.33,146.83,5.8
36,-53.59,-28.26,5.8
103,-56.11,-27.83,6
23,56.42,-152.01,6.1
59,-0.1,125.01,6
567,41.93,130.99,6.3
607,18,145.67,6.1
54,-9.93,-78.46,6
48,12.47,126.01,6.5
93,-9.84,123.96,5.8
33,-60.3,-27,5.8
10,-31.38,-110.79,5.9
0,49.96,79.07,6
91,-10.31,161.42,6.2
0,49.91,78.91,6
58,-6.63,154.66,6.3
38,54.52,162.02,5.9
606,-6.01,112.33,5.9
29,-20.41,-174.17,5.8
33,-18.11,-172.51,6.3
46,-1.59,99.95,5.8
20,32.84,142.43,5.8
11,51.86,176.09,5.9
0,47.81,48.09,5.8
33,-39.85,87.74,5.8
43,51.31,-179.23,6
37,-21.5,169.61,6
39,-11.14,162.16,6.2
22,-1.05,146.48,5.9
49,43.23,149.94,6.1
80,-6.05,148.55,5.8
12,-33.82,-179.44,5.8
45,51.46,-177.71,5.9
28,-42.9,-75.13,6
65,-10.13,121.7,5.9
21,42.09,84.58,5.8
89,-4,-79.4,5.8
144,49.45,154.4,5.9
60,40.78,142.15,5.8
196,-4.37,151.81,5.9
17,30.29,132.72,5.8
18,51.11,-171.3,6.3
305,-14.95,-175.81,5.9
449,-7.33,126.08,6.3
53,-6.1,154.44,5.9
56,3.73,126.64,5.8
57,-59.8,-26.33,5.8
138,44.38,146.71,5.8
165,-6.77,129.62,5.9
596,-17.97,-178.49,5.9
69,-22.91,-175.74,6.3
0,49.97,79.01,5.8
110,42.48,142.15,6.4
59,-6.26,154.62,5.8
29,-3.74,131.39,5.9
22,3.52,95.91,5.8
20,43.52,146.72,6.3
116,-4.75,151.84,5.9
33,-4.3,-102.07,5.9
43,-5.74,152.13,5.9
210,36.42,70.76,6.3
38,13.85,124.32,6.1
11,2.18,126.65,5.9
33,-10.87,164.22,6
36,45.56,151.62,5.8
179,29.4,140.43,6.4
62,44.11,148.62,6.4
45,36.44,141.17,6
0,43.79,54.75,5.8
34,7.46,123.47,5.8
15,40.35,63.36,6.4
391,33.17,136.98,5.9
12,-7.28,155.63,6.2
38,29.28,130.44,5.8
31,-15.75,167.12,6.2
76,-25.4,-69.06,6
46,-7.35,155.82,5.8
598,-9.05,-71.34,6.1
517,-4.88,125.35,6.1
36,-60.9,-55.9,5.8
27,39.5,117.73,6
34,44.64,150.09,6.3
183,-7.47,128.2,6.2
93,-14.79,-72.66,5.8
50,53.89,160.68,6.1
10,-2.38,145.06,5.8
11,-24.91,-175.16,6.4
0,-49.13,164.63,5.8
105,-0.09,123.95,5.8
3,41.42,79.24,5.8
44,-5.66,153.92,5.8
51,49.41,155.58,6.1
29,22.55,122.37,6.2
15,-3.97,-80.66,6.3
33,-4.52,140.24,5.9
20,-31.25,-68,5.8
60,39.25,24.6,6
54,53.57,160.53,6
77,-0.15,-17.97,5.8
121,50.04,155.38,5.8
0,49.92,78.8,6
197,36.48,70.95,6.3
32,38.51,40.77,6
41,10.54,140.96,5.9
26,-19.9,169.66,5.9
63,-10.21,160.74,5.8
55,-3.08,139.45,6
33,-2.51,146.03,6.2
0,-6.72,154.53,5.8
58,-31.81,-71.26,6
94,-4.89,153.57,6.5
111,47.88,153.75,6
9,-7.24,149.58,6.2
81,-5.68,151.47,6
35,40.83,139.33,5.8
0,49.92,78.83,6.2
9,19.9,120.49,5.8
8,51.34,173.75,5.8
68,-4.72,152.56,5.9
81,12.91,93.59,6.1
160,31.07,130.1,6.2
18,-31.54,117,5.9
171,-4.86,151.55,6.1
8,12.58,122.09,5.9
0,49.86,78.94,6.1
33,-32.95,-71.6,5.8
68,14.07,-91.95,5.8
42,51.31,-178.5,5.8
44,-26.28,-175.78,6.1
43,35.48,139.05,5.8
29,20.73,146.29,5.8
18,35.78,137.49,6
40,0.53,98.72,6.2
21,-23.79,-175.14,6.1
64,-58.86,157.6,6
5,40.18,63.79,6
33,-22.89,-175.82,5.9
168,-7.37,128.58,5.9
45,-9.16,-78.88,6.1
25,-15.27,-175.45,5.9
53,30.07,142.15,5.9
22,-3.37,139.91,5.8
43,-15.13,166.91,6.2
33,51.56,175.86,5.8
28,-14.34,167.06,5.9
175,20.45,122.14,6
13,36.74,54.81,6
108,1.8,127.28,5.8
600,-9.52,-71.22,5.8
42,24.24,122.67,6.5
0,73.38,54.87,5.9
48,-9.88,-78.69,5.8
153,7.85,126.38,6
79,-10.08,161.06,6
11,-0.05,125.06,6
504,-23.93,179.88,6
77,-5.16,152.26,6.1
26,43.28,146.43,6.3
10,39.05,44.04,6.1
38,44.77,153.33,6.2
45,3.43,128.01,6.1
33,-6.22,131.15,6
33,-9.94,160.48,6.1
43,8.95,-83.49,6.1
33,-53.52,159.08,5.9
26,-31.37,-67.79,5.8
47,23.41,143.71,5.8
0,49.84,78.92,5.8
112,6.33,126.9,6
52,51.38,-177.85,5.8
12,7.76,-77.57,6.4
522,-23.7,179.99,6
33,-20.45,-174.04,5.9
44,13.83,125.07,5.8
33,-3.41,139.55,5.9
55,6.52,124.07,5.9
0,23.09,120.58,6.2
0,63.92,146.1,5.9
32,-23.61,-174.85,6.4
105,4.81,-76.2,6.3
111,-6.54,146.64,6.3
33,-4.58,140.13,6.3
367,35.43,135.49,6
35,43.14,146.88,5.9
19,12,41.35,5.8
29,-8.93,120.32,6
62,-13.32,166.69,6.1
0,-5.18,96.89,5.9
191,-20.61,-176.32,5.9
12,-42.66,174.02,5.8
33,-59.54,-20.59,6.3
33,-5.61,131.43,5.8
74,-4.67,153.25,5.8
17,28.19,103.98,5.8
43,13.81,146.36,5.8
33,-51.7,139.8,5.8
7,1.16,120.89,5.8
527,27.87,139.51,5.8
178,7.13,126.58,5.9
32,6.98,123.89,5.9
48,-33.79,-179.58,6
49,29.33,130.53,5.9
116,-5.39,150.94,6
25,40.49,139.05,5.9
35,36.13,68.98,6.1
14,38.07,20.25,6.2
22,34.43,25.04,5.8
193,-19.41,169.39,5.9
39,43.46,146.94,5.8
25,-10.62,165.06,6
0,57.99,-138.04,6.1
42,-6.5,154.63,5.8
34,78.15,126.65,6.2
58,1.65,126.32,5.8
27,-41.5,-75.34,6
4,-31.04,-67.76,6.4
10,-7.41,27.88,5.8
51,3.91,96.56,5.8
64,-5.01,145.1,5.9
627,-21.08,-179.15,5.9
32,-13.49,166.54,5.9
19,-1.94,134.17,6.1
39,-30.62,-178.07,6.2
6,48.84,-129.13,5.8
55,-6.04,150.01,5.8
83,-22.49,-68.26,6.6
346,-31.38,-179.38,6
102,24.86,122.56,6.1
10,34.02,141.66,5.8
0,73.39,54.91,6.5
25,52.94,-167.7,6.1
38,-30.02,-177.47,5.9
38,52.23,174,5.8
43,53.14,-161.85,6.5
55,-57.98,-24.35,5.8
48,-34.14,-72.1,5.8
36,-3.41,177.55,5.8
33,43.78,147.48,6
62,43.88,146.72,6
10,-60.75,-20.95,6
62,49.99,156.31,5.9
594,-20.81,-178.87,5.8
51,-5.15,134.15,5.9
30,60.7,-145.38,5.8
20,16.98,-62.46,6.1
0,49.98,79.02,5.9
75,-8.05,108.79,5.8
5,31.33,100.49,5.9
0,50.33,-176.86,5.8
479,-25.69,179.58,6.1
0,-7.02,30.9,6
74,3.5,128.41,5.8
70,-10.58,161.39,6
185,6.63,125.77,5.9
214,36.4,70.72,5.8
17,-10.68,161.35,6.1
17,28.62,142.42,5.9
33,-30.84,-178.2,6
31,-11.4,66.3,5.9
46,43.14,147.44,6.2
41,36.35,141.38,6.1
615,-7.46,119.89,6.2
62,-6.46,70.76,6.1
39,-30.34,-71.58,5.9
16,51.99,179.95,5.9
74,36.47,76.86,6
0,73.31,54.7,5.9
55,56.65,-156.72,6.4
21,-6.79,71.48,5.8
41,40.73,142.85,6.1
578,-27.46,-63.23,5.8
103,-6.21,146.66,5.9
14,-10.61,-74.69,6.3
36,55.2,161.95,5.8
49,43.47,146.59,6.3
54,-6.23,154.45,6.2
146,4.7,-75.67,6.1
19,-44.58,167.64,5.8
56,43.28,145.81,5.9
7,39.4,24.94,6
33,-54.97,146.25,5.8
15,50.72,160.4,5.9
19,43.14,146.89,5.8
64,-11.78,166.31,6.1
107,13.84,145.38,5.8
58,-4.34,153.12,5.8
537,-5.76,111.29,5.8
20,-26.02,84.3,6.1
107,-5.6,154.29,6
21,43.53,147.04,6.6
127,-19.38,169.13,6.1
50,33.38,140.97,6.5
37,36.36,141.63,6.2
32,38.24,23.26,5.8
40,51.47,-176.81,5.8
49,-19.89,169.08,6.1
10,-16.47,-172.17,5.8
33,-56.46,-142.61,5.8
27,-8.07,-80.09,5.9
0,0.99,-28.3,6
0,50.03,79.02,5.8
0,73.4,54.42,5.9
25,-33.89,179.52,5.8
40,-32.51,-71.21,6.5
41,-10.42,162.42,5.9
75,39.78,141.91,5.8
402,47.31,145.75,5.8
97,0.75,122.61,6
0,73.41,54.93,6.4
45,19.11,121.19,5.8
55,-15.43,-173.3,6
0,55.18,163.57,5.8
59,-4.89,153.34,5.8
4,19.5,-155.44,6.3
114,-22.29,171.65,6.3
115,-10.45,161.34,5.9
0,49.87,78.9,6
35,38.28,142.71,6
101,-6.39,130.72,5.8
111,36.45,31.72,5.8
14,-15.47,166.91,5.9
24,37.2,142.09,5.8
8,43.46,147.91,5.8
43,0.55,126.24,5.9
135,49.05,153.6,6.2
16,52.37,174.33,5.9
64,8.52,126.41,6.1
17,-8.98,157.91,5.8
23,-15.16,-173.64,5.9
7,36.24,-120.27,6.1
180,-24.05,-66.84,5.9
109,-7.73,127.77,5.8
30,-20.57,-173.84,5.9
475,28.27,139.55,5.8
184,-0.96,101.39,6.2
79,-56.03,-27.57,5.8
42,-1.52,-15.37,6
12,20,147.27,5.8
40,15.78,121.71,6.5
50,44.56,149.58,6
38,51.41,-177.21,6
30,38.18,142.87,5.8
5,41.15,-124.3,5.9
113,-10.25,161.11,6
10,62.22,-124.27,6.4
10,60.51,-146.7,6
33,-6.61,71.41,5.8
76,-12.3,166.5,5.9
429,30.71,138.44,6.1
24,48.22,102.9,6.1
320,21.57,143.1,5.9
49,-57.44,-25.77,5.8
63,-10.92,162.16,5.9
23,7.03,-104.24,6.1
135,-15.88,-174.35,5.9
35,59.79,-148.67,6.2
43,-13.98,166.19,6.2
41,-21.61,169.66,5.8
