@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
43,38.19,90.97,5.8
92,-12.28,-76.3,6.1
116,-7.02,129.61,5.8
41,1.4,126.27,6.1
635,-22.75,178.76,6
6,55.05,-160.51,6
50,16.14,-95.25,6.3
31,-21.25,-174.41,5.8
118,5.14,127.44,6
24,54.73,161.7,5.9
138,-14.92,167.14,5.8
77,-29.37,-176.13,6
156,-6.93,129.52,6.3
33,-9.81,159.85,6.2
3,-8.04,155.56,6.3
45,44.56,151.03,6.4
37,14.61,-93.29,5.8
35,-17.15,-171.57,6
20,-6.59,153.47,5.8
0,49.88,78.89,6.1
46,46.01,152.88,5.9
73,6.41,126.62,6
0,49.94,78.98,6
122,-5.02,153.65,5.9
71,-6.36,154.84,5.8
125,-15.37,-71.71,6
45,-9.28,-79.05,5.9
10,-35.1,54.26,6
0,50.01,79.03,5.9
4,-27.82,-71.1,6
60,-9.8,108.49,6
0,43.87,54.78,6
0,49.97,78.95,6
230,36.64,71.26,5.8
35,52.89,-162.98,6
35,18.02,-69.79,6
10,-51.15,160.64,6.2
36,2.93,-74.83,6.3
228,-5.45,147.05,5.8
41,-61.1,-38.01,6.2
107,-5.93,130.68,6.4
22,23.87,121.61,5.9
67,-2.76,139.18,5.8
85,-10.22,161.48,5.9
193,-6.14,129.69,5.8
0,-21.85,-139,5.8
105,-56.05,-27.37,6.2
37,-4.74,145,5.9
42,43.43,147.05,6.5
68,-29.35,-177.29,6
1,38.9,21.1,5.8
5,-26.55,-70.62,6.3
19,28.7,52.12,5.9
6,61.51,-147.2,5.9
47,38.76,142.22,5.8
63,5.16,96.31,6.1
40,-29.69,-177.73,6
33,-60.84,-24.33,6.1
9,34.08,59.8,6.2
177,-12.11,166.67,5.8
20,1.94,94.61,6.4
32,-3.74,143.01,6
51,44.78,149.21,6.1
136,-58.36,-26.83,5.9
24,42.48,78.71,5.9
44,3.74,148.97,5.8
36,16.56,-97.79,6.3
33,-8.84,156.97,6.1
588,-17.89,-178.6,6
64,-5.39,151.73,6
189,-34.85,178.79,6.1
33,3.93,-85.88,5.9
5,43.12,146.56,6
35,24.02,122.26,5.8
1,3.4,96.28,6.3
84,-21.4,169.87,6
88,-9.12,113.04,5.9
10,40.32,69.82,5.8
70,43.45,147.98,6
36,44.15,148.2,6.3
56,51.57,-177.37,5.8
53,44.72,149.46,5.9
10,20.33,-115.79,6
24,11.15,140.23,5.8
8,-47.53,32.26,5.8
55,-5.33,153.08,6
12,52.93,171.45,5.8
53,-1.81,120.46,5.9
33,-29.22,-175.94,6.5
48,48.21,154.33,6
33,10.09,125.9,6
153,-14.53,-70.8,5.9
22,-6.46,151.55,6.1
99,-16,-71.88,5.8
10,8.16,-38.77,6.3
34,-30.5,-71.38,5.8
543,-23.45,-179.87,5.9
21,-41.72,172.03,6.1
46,14.42,56.36,5.8
99,-29.86,-69.5,5.8
80,-5.66,150.99,5.8
33,-54,159.35,5.8
5,42.04,-112.41,5.8
10,39.56,117.87,6.1
1,-18.93,-176.52,5.8
195,28.96,128.23,6
52,-6.55,154.97,5.9
0,-21.85,-138.94,5.9
33,-16.79,-172.02,6.4
1,15.79,-59.64,6.4
22,16.93,120.19,5.8
8,22.76,121.47,6
31,-66.49,-82.45,6.1
12,-63.43,-61.36,6
33,19.57,-69.58,5.9
40,-33.15,-71.69,5.8
33,7.18,123.55,5.8
5,44.74,149.15,6.2
52,33.48,141.05,5.9
56,-55.72,-28.75,6.2
74,12.57,144.24,5.8
30,-3.41,102.58,5.8
44,-33.14,-71.84,5.9
26,-1.92,126.64,5.9
4,-9.96,160.5,6.5
105,-6.2,146.1,5.8
181,11.91,-85.98,6.2
48,39.29,22.91,5.8
35,3.96,-85.88,5.8
68,-32.42,-71.1,6.4
33,-32.98,-71.87,5.8
72,-31.3,-177.67,5.8
92,2.35,127.56,5.8
10,-36,-17.08,6
4,-6.79,151.8,5.9
60,47.41,-122.29,6.3
34,-30.63,-177.6,5.8
45,34.57,70.47,5.9
46,51.42,-174.11,6.1
26,3.78,126.81,6
17,-23,170.6,5.9
19,34.81,139.29,5.8
56,-10.51,-78.3,5.8
6,-12.44,-77.46,6
116,-5.53,150.69,5.8
3,-30.6,-178.21,5.8
24,-4.56,139.28,6
44,38.12,142.26,5.9
33,-10.89,119.17,5.8
10,43.5,-127.62,5.9
22,-5.1,145.13,6.2
44,-22.28,-70.55,6.1
20,34.01,141.64,6.5
62,33.34,140.82,6.7
656,8.17,123.77,6.4
0,49.86,78.84,5.8
41,-3.21,139.69,6.5
1,1.2,126.34,6.1
47,49.13,155.97,5.8
10,-58.47,-15.97,6
81,6.51,126.65,5.9
128,-15.09,167.31,5.8
12,38.4,139.26,6.2
161,4.49,-75.77,5.8
28,53.64,169.74,5.8
48,24.1,122.44,5.8
17,-30.97,-178.13,6.5
587,-21.66,-179.42,5.8
26,-4.07,127.9,5.9
33,-46.54,165.91,6
50,13,144.5,5.8
76,-5.18,151.75,5.8
1,33.71,22.94,6.1
51,29.41,130.64,6.1
55,-11.16,115.42,6.1
80,-0.07,124.1,5.8
229,29.28,128.1,6.1
0,49.84,78.69,6
429,-32.36,179.88,5.9
37,39.25,140.71,5.8
15,-9.81,119.29,5.8
114,5.23,127.36,6.2
51,-22.95,-69.09,5.9
0,70.81,53.91,6.4
17,1.85,126.4,5.8
5,-15.36,-173.3,5.8
45,-5.93,154.05,6.4
267,-15.83,-174.8,6
83,-21.59,-175.32,6.2
596,-20.82,-178.67,5.9
80,22.41,121.26,6
52,49.45,156.58,5.9
95,-10.2,161.16,5.9
56,-3.01,139.08,5.8
36,20.95,120.26,6.1
49,-22.96,-176.14,6.1
59,-5.24,151.71,6.1
50,-6.49,151.18,5.9
0,-5.88,151.86,6.5
10,-60.91,-53.1,5.8
75,-4.66,153.06,6.1
182,-14.6,167.31,6.5
1,1.38,126.24,6.3
96,-5.13,153.55,6.1
58,44.45,148.84,6
44,22.11,145.9,6
122,-8.62,-74.55,5.9
98,-56.24,-27.9,5.8
38,13.38,120.34,6.4
148,3.63,125.92,5.9
42,22.27,121.52,5.9
23,-9.53,152.21,6
274,-29.41,-179.03,6.1
33,-49.35,164.09,6.2
1,32.38,78.5,6.2
28,18.18,-102.01,6.3
13,51.54,-173.11,5.8
3,38.85,40.52,5.9
30,-20.36,168.89,5.8
41,49.16,155.31,5.9
34,22.19,121.42,6.4
0,73.32,54.55,6
3,28.3,53.17,5.8
45,-4.2,152.84,5.8
34,40.3,28.23,5.9
74,-11.04,119.17,5.8
37,28.04,93.75,5.9
27,-33.28,-179.28,6
9,20.05,-155.16,5.9
18,39.21,29.51,6
23,27.57,56.3,5.9
33,-54.59,5.4,5.8
12,54.8,-161.29,5.9
46,-5.54,153.36,6.2
41,53.31,-162.41,5.8
0,49.91,78.85,6.1
13,-9.29,158.46,6
33,-11.48,118.21,6.3
46,-29.34,-68.09,5.9
0,49.87,78.97,5.9
30,9.3,125.57,5.9
32,-2.9,139.08,5.9
373,-24.83,-179.19,5.9
60,-7.15,129.83,6
37,-20.03,168.91,6
0,19.55,-70.22,5.8
7,-25.98,-67.72,5.8
33,-24.01,-175.9,5.8
22,40.25,139.01,6.3
0,49.83,78.71,6
97,-19.63,169.1,5.8
386,-31.55,179.79,6.2
136,-14.03,167.04,6
33,40.67,30.69,6
34,33.37,57.44,6.4
97,-35.63,179.01,5.8
33,-14.83,-178.75,6.3
60,11.78,125.5,6.1
38,51.21,173.62,5.8
3,34.03,59.81,6
26,11.7,144.57,6
70,-0.02,124.84,5.8
14,60.22,-141.27,5.9
75,-29.92,-177.8,6.2
166,-23.81,-67.2,6
398,30.89,138.48,6.1
56,-4.96,131.03,5.8
29,21,120.68,5.8
33,37.3,71.07,5.9
41,-14.92,166.48,5.8
128,-15.4,167.55,6
331,-30.54,-178.03,5.9
17,16.47,-98.86,5.9
59,-5.21,151.65,5.8
10,-1.39,-15.02,5.8
599,-27.97,-62.9,5.9
38,-6.88,150.03,6.3
3,36.25,1.61,6
80,-6.73,129.84,6
22,51.82,176.15,6.3
42,7.99,126.95,5.9
0,47.78,48.14,5.9
61,51.24,157.76,6
66,-5.95,153.84,5.8
38,-10.74,-78.63,6.3
48,44.62,149.69,5.8
12,33.95,139.51,5.8
40,7.18,-77.76,6
88,24.56,122.53,5.9
45,-29.7,-177.78,5.8
0,7.11,-82.31,5.8
114,-14.89,167.22,6.2
33,-50.84,139.19,5.8
2,53,173.47,5.9
74,-6.22,154.85,5.8
89,8.9,93.03,6.3
33,-27.93,173.13,6.2
60,-5.88,154.31,5.9
46,-6.54,105.37,5.9
38,-10.64,166.29,5.8
18,-3.31,139.91,6.2
55,-10.14,-78.6,5.8
50,-4.43,102,6
38,-13.57,166.2,5.9
33,-4.69,-105.74,5.9
90,-56.4,-26.54,5.8
150,9.57,-72.63,5.8
63,27.48,128.57,6
20,18.02,-69.3,5.9
574,-17.84,-178.53,5.8
37,32.48,132.28,6.2
528,-6.59,116.18,5.8
0,44.39,146.87,5.8
55,-29.32,-177.24,5.9
51,57.7,163.56,6.2
24,-60.75,-25.6,6.4
9,-39.93,-74.89,5.8
34,-5.26,153.46,5.8
33,-52.53,159.7,5.8
33,-7.97,102.27,5.8
37,-5.05,102.38,5.9
15,-17.9,172.12,6.1
28,-25.18,-70.54,5.8
120,-31.34,-178.72,5.8
33,-26.6,-114.59,5.8
54,-17.3,-72.48,5.8
26,57.17,-152.45,6
15,24.12,102.49,5.8
33,-4.54,139.93,6
45,51.34,-179.29,5.8
9,13.3,-92.41,5.8
578,50.06,148.77,5.9
34,-3.31,139.76,5.8
3,40.78,23.24,6.1
31,40.22,139.04,6.2
35,0.53,134.84,5.9
16,40.55,139.21,5.9
22,58.69,-149.93,6.2
46,44.01,147.78,5.8
10,-20.13,-126.94,5.8
14,56.85,-152.69,5.8
413,-5.13,154.23,6
29,-9.99,117.29,5.9
35,11.91,41.21,5.9
16,-30.18,-177.91,6.1
34,-7.49,130.59,5.9
333,-24.98,-178.88,6.1
22,0.06,119.73,6.1
49,-6.08,148.77,5.9
58,-6.55,154.98,5.9
17,-15.29,-173.07,6
22,55.2,162,5.8
33,-44.6,37.34,6
122,-7.28,129.16,5.9
39,38.38,142.41,5.9
38,51.27,-179.17,5.9
51,10.06,-77.89,5.8
38,-5.25,152.13,5.8
73,-4.86,153.5,5.8
35,-22.34,-113.98,5.8
162,5.76,125.61,6
587,-21.87,-179.54,5.9
9,32.78,104.09,6.1
0,-6.73,154.81,5.8
68,5.6,126.3,6
0,43.63,146.5,6
