@relation quake
@attribute Focal_depth integer [0,656]
@attribute Latitude real [-66.49,78.15]
@attribute Longitude real [-179.96,180]
@attribute Richter real [5.8,6.9]
@inputs Focal_depth, Latitude, Longitude
@outputs Richter
@data
37,33.6,141.38,5.9
50,36.95,95.5,5.9
222,20.19,122.41,6
146,-42.28,-71.79,5.8
11,-10.19,110.84,5.8
40,-60.59,-25.5,5.9
48,51.47,-178.32,6
9,49.88,78.92,6.2
50,-8.36,121.46,5.9
569,8.73,124.03,5.8
20,15.23,-96.26,6
57,42.08,142.65,5.9
43,-6.29,144.46,5.9
44,-30.57,-178.06,5.9
24,0.77,126.02,5.9
21,-9.55,152.21,5.8
6,6.52,-77.4,5.8
112,-34.29,-70.38,5.8
22,35.16,86.4,5.9
242,-12.23,167.02,6
36,29.71,80.89,6
10,-3.61,151.2,5.8
83,13.29,-89.39,6
26,-3.92,-81.41,5.9
11,-22.08,-174.6,5.8
12,-36.67,177.64,6
70,-37.84,176.73,6.3
45,-4.97,145.45,6
33,-14.03,166.22,6
50,33.47,140.95,5.9
16,40.66,122.63,6.1
92,-9,117.95,5.9
44,59.79,-149.3,6.1
34,42.84,78.6,6.1
43,-13.89,166.53,5.8
14,35.16,23.56,5.9
44,24.08,122.16,6
33,-6.56,131.3,5.9
57,-32.17,-71.43,6.2
49,31.94,78.53,5.8
34,-57.82,-23.54,6
22,14.17,96.12,5.9
62,-4.26,143.55,5.8
34,-6.5,71.4,6.1
18,30.66,141.78,5.9
112,21.42,94.62,5.9
44,-5.34,103.12,5.8
179,0.2,123.63,5.9
10,-15.37,166.54,5.8
0,-21.89,-138.96,5.8
46,5.54,126.47,5.8
31,50.1,-129.3,5.8
120,-56.17,-27.7,6.1
72,40.84,141.98,5.9
20,16.58,-98.34,6
10,43.56,-127.7,6
27,-61.11,-55.54,5.9
27,-5.59,151.07,6.1
36,0.52,134.75,5.9
61,23.72,142.18,5.9
546,51.93,151.57,6
45,45.98,151.47,6.2
29,-6.06,154.23,6.1
39,-10.94,118.4,5.9
131,-20.3,169.61,6.1
43,-10.22,-78.69,5.8
2,-7.49,130.18,5.8
508,28.22,139.3,5.9
16,-20.94,-69.81,5.8
30,-0.45,-4.89,6
36,-31.55,-178.6,6
0,43.81,54.82,6
24,27.59,56.38,6.2
50,-7.31,-81.27,5.8
33,40.4,63.66,5.9
36,-16.73,179.99,6.1
74,27.8,60.02,6.1
9,41.5,143.84,6.4
13,-26.16,-70.59,5.8
50,-10.75,166.34,5.9
23,-4.84,145.1,5.8
14,34.09,58.24,5.9
50,31.49,80.5,6
8,55.15,-160.57,5.8
28,29.68,-67.45,6
7,44.34,150.85,6
14,53.02,171.35,5.9
55,-6.44,105.38,6.1
2,40.14,24.75,6
204,-22.86,-177.47,6.1
54,44.51,149.55,5.8
33,-32,-178.1,5.8
58,-15.24,167.3,5.8
40,16.73,122.29,6.2
7,39.34,72.56,5.9
0,-2.25,141.1,5.8
0,-21.86,-139,6
131,-4.06,152.75,6.1
159,29.74,129.38,5.8
59,-13.77,166.5,5.8
37,1.03,126.02,5.8
26,19.73,147.34,6.2
36,7.33,123.4,6.2
22,-6.05,152.63,5.8
190,-1.73,-76.73,5.9
36,60.11,-146.71,5.9
106,-5.05,143.96,5.9
32,-7.39,155.92,5.9
12,66.22,-149.98,5.8
0,49.87,78.89,5.9
5,64.69,-160.23,5.8
31,-10,160.77,6.4
59,-4.5,153.53,5.8
0,47.81,48.1,5.9
41,51.32,-179.67,5.8
47,-4.83,102.24,6
118,-6.39,146.31,5.9
38,3.02,127.01,6.5
45,27.78,62.07,6.4
52,6.74,123.74,6.3
49,0.54,126.05,6.1
56,12.21,125.29,6
62,42.05,142.66,5.9
0,49.92,79.03,6.1
37,-7.53,156.5,5.9
25,56.45,-153.94,6.1
32,11.4,57.52,5.8
11,17.46,119.8,6
0,-44.2,167.96,5.8
40,3.72,95.74,6.1
15,32.59,104.25,6
48,-10.77,166.25,5.9
14,-4.1,136.28,5.8
160,6.84,-73.09,5.9
33,-21.05,168.71,6
0,45.4,151.31,6
23,-35.59,-74.54,5.8
6,-30.32,-177.87,5.8
29,43.87,87.74,6.2
23,29.63,81.09,6.1
40,0.55,126.06,6
52,49.41,155.54,6
49,43.17,147.46,5.8
81,-26,-177.24,6
29,16.33,-95.8,6.5
515,51.69,150.97,6
43,-4.93,153.18,6.6
27,-2.51,126.68,5.9
56,-5.19,152.19,5.9
0,70.84,53.53,6.7
64,-22.91,-176.05,5.9
585,-7.17,123.86,5.8
44,-41.41,-74.97,5.9
58,17.35,-100.04,5.9
32,52.05,175.6,5.8
83,9.8,125.91,5.8
221,-19.44,-175.83,6
74,-5.32,151.52,5.8
60,22.33,93.58,6
50,39.4,74.76,5.8
27,47.79,146.54,5.8
23,38.34,22.56,5.8
21,46.76,141.39,6.1
39,-5.13,133.91,5.8
7,-31.94,-177.89,6
63,17.98,-97.16,6
23,-25.51,-70.74,6.6
51,27.32,128.66,5.9
23,27.4,87.84,5.8
31,-36.41,-98.82,5.8
217,36.41,71.15,5.9
10,-11.1,162.17,5.9
61,-5.45,152.02,5.8
146,-37.28,177.16,6.1
10,46.99,-66.65,5.8
40,-57.39,-64.46,5.9
141,-6.55,106.77,5.8
254,46.29,146.27,5.8
91,53.95,-166.82,5.8
48,-5.7,151.96,6.2
68,6.8,126.75,5.9
58,-5.14,151.77,6
10,0.97,-28.44,6.1
52,-3.24,139.84,5.8
54,-10.68,161.66,5.9
40,53.05,170.83,5.9
107,-4.42,144.08,6
158,-7.63,127.34,5.9
29,50.57,-171.22,6.3
34,0.81,29.9,6
109,-19.52,-69.01,5.9
7,34.77,-121.35,5.9
33,35.8,79.86,5.8
15,38.79,26.57,5.9
10,6.75,-82.72,6.1
31,-8.89,157.95,5.8
33,1.17,126.14,5.8
190,53.91,158.36,6.1
80,-15.75,-173.65,6.5
94,-7.76,108.18,6.1
54,-6.26,147.59,5.9
36,-6.86,-80.42,5.8
115,5.89,125.33,6.2
33,57.09,-154.12,5.8
44,13.41,122.87,5.9
73,-37.73,177.66,5.8
83,-7,155.81,5.9
7,46.96,153.8,5.8
46,50.86,157.43,6.1
56,3.56,126.86,5.8
162,29.93,129.39,5.9
27,-1.86,120.1,5.9
25,-11.03,163.41,5.8
32,-6.15,153.05,5.9
209,-15.44,-70.05,5.9
135,-16.96,-174.61,6.1
45,43.59,147.63,5.9
79,-18.84,-68.75,5.9
20,-6.43,153,6.1
200,-16.71,-174.66,5.9
31,-9.65,151.4,5.9
30,39.54,143.2,5.8
12,-30.52,-178.01,5.8
10,-1.83,134.84,5.9
112,-0.14,124,5.9
16,-16.64,-177.38,6
4,58.26,-151.25,6.1
29,22.68,122.84,6.1
41,17.37,-61.99,6.4
60,-5.75,150.74,6.3
16,41.68,144.26,5.9
25,6.32,127.38,5.9
5,43.75,148.35,5.8
19,-20.02,169.77,6
52,-6.79,-76.76,6.1
0,49.94,78.86,6.2
40,43.33,146.03,5.9
40,-24.15,-175.97,5.9
577,-27.62,-63.15,5.9
7,39.34,73.77,6.2
45,-6.61,105.4,5.9
33,-41.31,80.52,5.8
53,40.3,142.33,6.1
102,-4.07,142.11,6.4
25,37.65,136.9,5.8
41,54.92,167.87,5.8
45,51.34,173.44,5.8
87,-24.47,-68.46,6.2
85,-11.73,166.38,5.9
0,73.39,54.5,6.3
32,0.52,-29.47,5.9
16,44.68,149.37,5.9
115,-5.75,145.39,6.2
22,56.65,-152.82,5.8
0,-54.21,158.78,6
25,7.48,-78.28,6.2
618,-6.84,118.91,5.8
35,-6.14,152.03,5.9
114,-56.45,-27.7,5.8
127,-15.56,167.62,6.4
27,17.54,73.84,5.9
42,-10.31,160.74,5.8
329,46.21,142.45,5.9
193,36.44,70.86,5.8
46,-32.64,-71.67,5.8
45,-37.27,179.32,5.9
517,-21.95,-63.65,6.1
34,18.27,119.2,5.9
20,50.32,177.93,6.5
13,-17.68,167.8,5.8
38,-22.59,171.02,6
56,-29.02,-177.42,6.5
101,-6.21,130.39,6.3
33,-33.24,-71.78,5.8
41,-5.43,151.97,5.9
29,70.97,-6.86,5.9
3,7.41,-78.05,6.1
5,50.02,178.28,6.2
